issue,issue-sum,service,service-sum,agree,disagree,noidea,category1,category2,category3,category4
청년 실업,3361547901000.0,신천펌프장 유입관로 개량,4000000000.0,1,3,0,환경보호,상하수도ㆍ수질,하수시설 관리,하수관로 신설개량
청년 실업,3361547901000.0,기본경비,258945000,1,4,0,기타,기타,행정운영경비(푸른도시국 공원녹지정책과),기본경비
청년 실업,3361547901000.0,도시공원위원회 운영,77800000,2,3,0,국토및지역개발,지역및도시,생활권 공원확충,노후공원 재조성
청년 실업,3361547901000.0,외국인 지원시설 설치·운영,8866345000.0,1,1,0,사회복지,보육ㆍ가족및여성,글로벌 도시환경 및 선진 다문화 사회 조성,외국인 생활 지원강화
청년 실업,3361547901000.0,"자료유출방지시스템 구축(구,자료유출방지시스템 확대 구축)",0,0,3,0,일반공공행정,일반행정,정보인프라 확충 및 운영,정보보호체계 구축
청년 실업,3361547901000.0,어린이 등하교 교통안전지도,1000000000,0,3,1,수송및교통,대중교통ㆍ물류등기타,자전거이용활성화 및 교통환경 개선,교통약자 이동편의 증진
청년 실업,3361547901000.0,한양도성 홍보마케팅,136891000,3,4,0,문화및관광,문화재,한양도성 보존 관리 활용,한양도성 세계유산등재 및 시민 참여 활성화
청년 실업,3361547901000.0,공릉동 문화복합센터 내 도서관 건립 지원,466000000,1,2,0,문화및관광,문화예술,도서관 및 독서문화 진흥,도서관 시설확충
청년 실업,3361547901000.0,제6회 전국동시지방선거 관리,0,0,4,1,일반공공행정,일반행정,시민참여를 통한 시민고객 감동행정 구현,시민참여 강화
청년 실업,3361547901000.0,도로부지(행정재산) 실태조사,10000000,1,5,2,수송및교통,도로,도로 건설,간선도로망 확충
청년 실업,3361547901000.0,상수도 행정서비스 지원,6290158000.0,1,1,0,환경보호,상하수도ㆍ수질,시민편의 행정서비스 제공,아리수 행정서비스 향상
청년 실업,3361547901000.0,의회 노후집기 교체 및 정수물품 구매,193800000,2,2,1,일반공공행정,입법및선거관리,의회운영 강화 및 의회 청사시설의 안정적 관리,의회운영 사업
청년 실업,3361547901000.0,반환금및기타,6681000,1,5,0,사회복지,보육ㆍ가족및여성,일반예산(재무활동),보전지출(여성가족정책실 보육담당관)
청년 실업,3361547901000.0,중국동포 자립지원을 위한 역량강화 지원,71500000,2,1,1,사회복지,보육ㆍ가족및여성,글로벌 도시환경 및 선진 다문화 사회 조성,외국인 생활 지원강화
청년 실업,3361547901000.0,외국인근로자 등 감염병 관리사업,50000000,0,1,1,보건,보건의료,생활보건 관리 향상,감염병예방 및 시민건강 관리
청년 실업,3361547901000.0,한지문화제 지원,150000000,1,3,0,문화및관광,문화예술,문화예술진흥,시민과 함께하는 문화행사 개최
청년 실업,3361547901000.0,한양도성 원형 발굴조사 및 연구,0,2,5,0,문화및관광,문화재,한양도성 보존 관리 활용,한양도성 보존 정비
청년 실업,3361547901000.0,MICE 인력양성 및 고용촉진,363000000,4,2,0,문화및관광,관광,서울만의 특화관광자원을 활용한 서울관광 활성화,고부가가치 관광산업 활성화
청년 실업,3361547901000.0,금천교 보수공사,0,1,6,0,수송및교통,도로,교량관리,일반교량관리
청년 실업,3361547901000.0,영등포공원 물놀이장 조성,0,1,6,0,국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,공원 유지관리 및 이용활성화
청년 실업,3361547901000.0,남산 및 산하공원 시설물 보수 정비,4901000000.0,1,5,0,국토및지역개발,지역및도시,남산의 입체적 개발을 통한 서울의 대표공원화,남산 및 산하공원 보수정비 사업
청년 실업,3361547901000.0,한강 관공선 등 운영 및 관리,1232241000,1,2,0,환경보호,환경보호일반,한강공원 관리 및 운영,한강 하천시설 관리
청년 실업,3361547901000.0,장애인 도시양봉단 지원 사업,0,0,3,0,사회복지,취약계층지원,장애인 자립생활 기반 조성,장애인 취업지원 확대
청년 실업,3361547901000.0,희망키움통장Ⅰ·Ⅱ,4459856000.0,2,2,1,사회복지,취약계층지원,저소득시민 자활지원,저소득시민 자활사업 운영지원
청년 실업,3361547901000.0,서울 도시디자인 해외통신원 운영,0,0,2,0,국토및지역개발,지역및도시,공공디자인 수준 향상,공공디자인 기준 적용
청년 실업,3361547901000.0,여의2교 보수공사,0,1,3,1,수송및교통,도로,교량관리,일반교량관리
청년 실업,3361547901000.0,"시민참여형 공공장소, 시민누리공간 만들기",250000000,1,5,0,국토및지역개발,지역및도시,공공재생 계획 수립,시민누리공간 조성사업
청년 실업,3361547901000.0,동북권역 등 도시재생 추진,0,0,4,0,국토및지역개발,지역및도시,도시경제기반형 활성화계획 추진,도시재생 계획수립(도시개발)
청년 실업,3361547901000.0,정수장시설유지보수,16626085000.0,0,5,0,환경보호,상하수도ㆍ수질,최고품질의 아리수 생산,건강하고 맛있는 아리수 생산
청년 실업,3361547901000.0,행정장비구매,37794000,0,5,0,환경보호,환경보호일반,한강공원 관리 및 운영,한강공원시설 관리 및 개선
청년 실업,3361547901000.0,u-지식여행 개발 운영,194700000,5,3,0,일반공공행정,일반행정,인재양성 및 시험관리,교육계획ㆍ프로그램개발 및 운영
청년 실업,3361547901000.0,통신원 운영,37400000,1,1,1,수송및교통,대중교통ㆍ물류등기타,방송운영 및 관리,방송정보제공
청년 실업,3361547901000.0,공익제보 활성화 및 공익제보자 지원,39520000,0,2,0,일반공공행정,일반행정,부조리 사전예방기능 강화,"공무원 행동강령을 바탕으로 클린, 부조리신고 활성화"
청년 실업,3361547901000.0,반환금및기타,1468916000,1,5,0,사회복지,취약계층지원,일반예산(재무활동),보전지출(복지건강본부 복지정책과)
청년 실업,3361547901000.0,장애인생산품 판매시설 운영,781222000,2,1,2,사회복지,취약계층지원,장애인 자립생활 기반 조성,장애인 취업지원 확대
청년 실업,3361547901000.0,보행친화도시 기반조성사업,250000000,0,4,0,수송및교통,대중교통ㆍ물류등기타,자전거이용활성화 및 교통환경 개선,보행환경 개선사업
청년 실업,3361547901000.0,자동차전용도로 제설인수 관련 기반시설 조성,55000000,0,7,0,수송및교통,도로,도로시설관리,자동차전용도로 관리
청년 실업,3361547901000.0,미아동189-18~157-1호 외 6개소 사각형거 보수보강,0,0,3,0,환경보호,상하수도ㆍ수질,하수시설 관리,하수관로 보수보강
청년 실업,3361547901000.0,수문 정밀안전진단,1548557000,0,3,0,국토및지역개발,수자원,치수 및 하천 관리,수방대책 사업
청년 실업,3361547901000.0,인력운영비,10312063000.0,0,3,0,기타,기타,행정운영경비(난지물재생센터 관리과),인력운영비(하수도사업특별회계)
청년 실업,3361547901000.0,교통방송 일반회계전입금,27122000000.0,0,5,0,수송및교통,대중교통ㆍ물류등기타,재무활동(교통방송 기획조정실),내부거래지출
청년 실업,3361547901000.0,영상산업 인프라 운영,1555000000,2,2,0,문화및관광,문화예술,문화산업 육성지원,영상산업 지원
청년 실업,3361547901000.0,기본경비,68668000,0,4,0,기타,기타,행정운영경비(문화체육관광본부 역사문화재과),기본경비
청년 실업,3361547901000.0,둘리뮤지엄 어린이도서관 건립지원,0,1,2,0,문화및관광,문화예술,도서관 및 독서문화 진흥,도서관 시설확충
청년 실업,3361547901000.0,청소년유해환경정화활동사업 지원,193600000,0,5,1,사회복지,노인ㆍ청소년,건전한 청소년육성 및 복지서비스 증진,유해환경으로부터 청소년보호 지원
청년 실업,3361547901000.0,빗물관리시설 확충,2476000000.0,0,4,1,환경보호,상하수도ㆍ수질,깨끗한 물관리,물환경개선 및 관리
청년 실업,3361547901000.0,개봉 배수분구 하수관로 종합정비,278000000,0,4,0,환경보호,상하수도ㆍ수질,하수시설 관리,하수관로 종합정비
청년 실업,3361547901000.0,한강로 2가 11-8번지 주변 외 1개소 사각형거 보수보강,0,0,3,0,환경보호,상하수도ㆍ수질,하수시설 관리,하수관로 보수보강
청년 실업,3361547901000.0,"대현산 노후, 불량 계단 및 녹지대 정비(주민참여)",200000000,0,2,0,국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,공원 유지관리 및 이용활성화
청년 실업,3361547901000.0,음수대 설치사업,7517710000.0,1,3,0,환경보호,상하수도ㆍ수질,아리수 인식개선 및 신뢰도 향상,안심하고 마실 수 있는 음수대 설치
청년 실업,3361547901000.0,여성 새로일하기센터 지정운영,10944000000.0,2,1,0,사회복지,보육ㆍ가족및여성,양성평등 및 여성복지증진,여성경제력 강화
청년 실업,3361547901000.0,도시공간정보센터 구축,194850000,0,1,0,일반공공행정,일반행정,도시기반시스템 고도화,공간정보 통합관리
청년 실업,3361547901000.0,서울형 도시텃밭 조성,3323500000.0,0,4,0,농림해양수산,농업ㆍ농촌,믿을 수 있는 농수산물 유통환경 조성,도시농업육성 지원
청년 실업,3361547901000.0,농업전문인력 육성,250360000,4,0,0,농림해양수산,농업ㆍ농촌,친환경 도시농업 육성,친환경농업 기술보급
청년 실업,3361547901000.0,지역거점 진단인프라 구축사업,208260000,3,3,0,보건,보건의료,보건환경연구원 효율적운영,감염병과 식중독 등 예방감시 강화
청년 실업,3361547901000.0,취약계층 LED조명 보급 사업,6244570000.0,4,1,1,환경보호,환경보호일반,환경협력의 사전예방기능 강화,에너지이용 합리화
청년 실업,3361547901000.0,지하철역에 무인도서관 설치(주민참여),340000000,0,2,0,문화및관광,문화예술,도서관 및 독서문화 진흥,도서관 시설확충
청년 실업,3361547901000.0,응봉교 재설치,7264000000.0,1,4,0,수송및교통,도로,도로 건설,간선도로망 확충(도시개발특별)
청년 실업,3361547901000.0,수유동 536-5 외 4개소 하수관로 보수보강,0,0,5,0,환경보호,상하수도ㆍ수질,하수시설 관리,하수관로 보수보강
청년 실업,3361547901000.0,우이천(노원구간) 제방정비,0,0,3,0,국토및지역개발,수자원,치수 및 하천 관리,하천복원 및 정비
청년 실업,3361547901000.0,주민참여예산제 운영,438920000,0,4,0,일반공공행정,일반행정,효율적 재정관리,재정의 효율적 운영
청년 실업,3361547901000.0,2010년 전국 자전거도로 네트워크 구축 반환금,80197000,1,3,0,수송및교통,대중교통ㆍ물류등기타,재무활동(도시교통본부 보행자전거과),보전지출
청년 실업,3361547901000.0,반환금및기타(한강수질개선특별회계),669805000,0,4,1,환경보호,상하수도ㆍ수질,일반예산(재무활동),보전지출(한강수질개선특별회계)
청년 실업,3361547901000.0,신월6동 558-1~550-5호 간 하수관로 개량,100000000,0,6,0,환경보호,상하수도ㆍ수질,하수시설 관리,하수관로 신설개량
청년 실업,3361547901000.0,중랑천수계 하천유지용수 공급 유지관리,430000000,0,4,0,국토및지역개발,수자원,치수 및 하천 관리,하천복원 및 정비
청년 실업,3361547901000.0,정릉 솔샘로 경관개선(주민참여),80000000,1,3,0,국토및지역개발,지역및도시,도시관리의 질적수준제고,도시건축공동위원회 운영 등
청년 실업,3361547901000.0,동네뒷산(창동 산51-3일대) 공원조성(주민참여),0,0,6,0,국토및지역개발,지역및도시,생활권 공원확충,노후공원 재조성
청년 실업,3361547901000.0,강변북로 수림대 위험수목 정비(주민참여),200000000,0,6,0,국토및지역개발,지역및도시,생활주변 녹지확충,녹지보전 강화
청년 실업,3361547901000.0,여성마라톤대회 개최,70000000,1,3,0,사회복지,보육ㆍ가족및여성,양성평등 및 여성복지증진,여성의 사회참여 확대
청년 실업,3361547901000.0,장사문화 개선,5040000,0,2,0,사회복지,노인ㆍ청소년,어르신복지 수준향상 및 장사시설 운영 내실화,장사시설의 현대화 및 운영 내실화
청년 실업,3361547901000.0,금연도시 서울만들기,4168589000.0,0,3,0,보건,보건의료,시민건강수준 향상,건강생활 기반 조성
청년 실업,3361547901000.0,지역사회 건강조사,909502000,0,3,0,보건,보건의료,시민건강수준 향상,시민건강관리 능력 배양
청년 실업,3361547901000.0,새로운 자전거 문화교육,294800000,0,2,0,수송및교통,대중교통ㆍ물류등기타,자전거이용활성화 및 교통환경 개선,자전거이용시설 확충 및 관리
청년 실업,3361547901000.0,문학의 집 서울 운영 지원,212400000,1,3,0,문화및관광,문화예술,문화예술진흥,문화예술 육성·지원
청년 실업,3361547901000.0,정부수반유적 복원정비,56688000,0,3,0,문화및관광,문화재,역사문화유산의 계승 발전,문화재 보존 복원
청년 실업,3361547901000.0,북한산도시자연공원 확대(미아동 791-3725)용역,0,0,3,0,국토및지역개발,지역및도시,생활권 공원확충,도심공원 확충
청년 실업,3361547901000.0,월드컵공원 시설물 보수정비,890000000,1,5,0,국토및지역개발,지역및도시,세계적인 환경·생태 테마공원 육성,산하공원 운영
청년 실업,3361547901000.0,방송모니터실 운영,93247000,1,5,0,일반공공행정,일반행정,공정한 보도체계 확립,시정보도 지원체계 구축
청년 실업,3361547901000.0,프론트오피스 시스템 보강,241200000,1,2,0,일반공공행정,일반행정,정보서비스의 안정적 제공,시스템 장비교체 및 보강
청년 실업,3361547901000.0,보건소 통합건강관리센터 운영,1039315000,2,2,0,보건,보건의료,공공보건· 의료분야 대시민 서비스 수준 향상,지역보건 의료기능 강화
청년 실업,3361547901000.0,실크박물관 조성,2341000000.0,0,5,0,문화및관광,문화재,역사문화유산의 계승 발전,문화재 보존 복원
청년 실업,3361547901000.0,한양도성 정밀실측,400000000,0,3,2,문화및관광,문화재,한양도성 보존 관리 활용,한양도성 보존 정비
청년 실업,3361547901000.0,계약정보관리 및 공공구매 업무추진,107922000,1,4,0,일반공공행정,일반행정,회계운영 개선,회계제도 개선 및 도입 운영
청년 실업,3361547901000.0,북부고가교 보수공사,1500000000,0,3,0,수송및교통,도로,도로시설관리,자동차전용도로 관리
청년 실업,3361547901000.0,상설전시실 유지운영,313800000,1,2,0,문화및관광,문화예술,역사와 문화의 복합공간 창조,박물관 활성화
청년 실업,3361547901000.0,다둥이 행복카드 운영,53960000,0,7,1,사회복지,보육ㆍ가족및여성,행복한 가족만들기 및 아동복지 증진,저출산 대책 추진
청년 실업,3361547901000.0,창업보육센터 시설 개선,100000000,1,0,0,산업ㆍ중소기업,산업ㆍ중소기업일반,일자리 연계강화를 통한 서민경제 활력제고,체계적 창업시스템 구축
청년 실업,3361547901000.0,친환경농업 활성화,498388000,3,10,0,농림해양수산,농업ㆍ농촌,친환경 도시농업 육성,친환경농업 기술보급
청년 실업,3361547901000.0,버스정책 개발과 집행과정에의 시민참여 활성화,27800000,1,0,1,수송및교통,대중교통ㆍ물류등기타,버스운영체계 개선 및 관리,버스 서비스 향상 및 고급화
청년 실업,3361547901000.0,석촌동 246-13~260-9호 외 1개소 하수관로 개량,1000000000,1,3,0,환경보호,상하수도ㆍ수질,하수시설 관리,하수관로 신설개량
청년 실업,3361547901000.0,주민참여형 재생사업 주택개량 융자(도정),5000000000.0,1,4,0,국토및지역개발,지역및도시,평생 살고 싶은 마을만들기 추진,주거지 재생사업 추진(도정)
청년 실업,3361547901000.0,뉴타운·재개발·재건축 해제지역 노후 저층주거지 주택개량 및 신축비용 이자 등 지원,150000000,1,2,1,국토및지역개발,지역및도시,평생 살고 싶은 마을만들기 추진,주거지재생사업추진
청년 실업,3361547901000.0,남산 공원 가는 길에 휠체어길 개선(주민참여),100000000,1,1,0,국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,공원 유지관리 및 이용활성화
청년 실업,3361547901000.0,기관운영경비,3500000000.0,0,7,0,일반공공행정,일반행정,재정운용의 건전성 제고,시정성과주의제고
청년 실업,3361547901000.0,장애인 출산비용 지원,417400000,1,3,0,사회복지,취약계층지원,장애인자립기반 구축,장애인 지역사회 자립 지원
청년 실업,3361547901000.0,전자계약 나라장터 이용수수료 납부,60000000,0,3,0,일반공공행정,일반행정,회계운영 개선,회계제도 개선 및 도입 운영
청년 실업,3361547901000.0,친환경 소재 운동장 조성(주민참여),300000000,0,5,0,교육,유아및초중등교육,학교지원 및 우수인재양성,학교교육 지원
청년 실업,3361547901000.0,서울시 토양 지하수 환경정보시스템 유지보수,19819000,1,8,0,환경보호,상하수도ㆍ수질,깨끗한 물관리,지하수 및 토양오염 관리
청년 실업,3361547901000.0,군자교 진출입(경사로)시설 설치,0,2,5,1,국토및지역개발,수자원,치수 및 하천 관리,하천복원 및 정비
청년 실업,3361547901000.0,주거재생지원센터 운영,417970000,2,5,1,사회복지,주택,사람 중심의 주택정비사업 추진,정비사업 갈등관리 강화(재촉)
청년 실업,3361547901000.0,민방위경보시설 확충 및 보수,2016000000,1,1,0,공공질서및안전,소방,재난관리 시스템 인프라 구축,서울종합방재센터 운영
청년 실업,3361547901000.0,모바일서울 서비스 개선 및 운영,619440000,0,5,1,일반공공행정,일반행정,지식정보사회 선도기반구축,모바일 행정서비스 제공
청년 실업,3361547901000.0,시내버스 무료와이파이 구축,149820000,5,1,0,일반공공행정,일반행정,정보인프라 확충 및 운영,정보통신인프라 확충
청년 실업,3361547901000.0,성수동 수제화 공방 설치(주민참여),500000000,4,5,0,산업ㆍ중소기업,산업진흥ㆍ고도화,활력이 넘치는 경제 환경 구축,기업활동 지원체계 구축
청년 실업,3361547901000.0,전통시장 내 소화기 보관함 설치(주민참여),120000000,0,8,0,산업ㆍ중소기업,산업진흥ㆍ고도화,중소기업 및 소상공인 자립기반 확립,전통시장 활성화 지원
청년 실업,3361547901000.0,강북 유통농수산물·한약재 안전성 검사,889500000,1,1,4,보건,보건의료,보건환경연구원 효율적운영,식·의약품 검사 강화
청년 실업,3361547901000.0,임산부 배려석 디자인 개선,466000000,0,3,5,수송및교통,대중교통ㆍ물류등기타,교통체계 구축 및 개선,지하철 수송력 증대 및 시설개선(도시철도특)
청년 실업,3361547901000.0,성북구 자전거 교통안전 교육장 설치(주민참여),0,0,5,0,수송및교통,대중교통ㆍ물류등기타,자전거이용활성화 및 교통환경 개선,자전거이용시설 확충 및 관리
청년 실업,3361547901000.0,한강변 관리기본계획 수립,571000000,4,2,0,국토및지역개발,지역및도시,도시계획의 발전기반 제고,도시발전연구
청년 실업,3361547901000.0,의회운영 지원,587078000,0,5,0,일반공공행정,입법및선거관리,의회운영 강화 및 의회 청사시설의 안정적 관리,의회운영 사업
청년 실업,3361547901000.0,중소기업 공동화사업 운영지원,992593000,1,0,1,산업ㆍ중소기업,산업진흥ㆍ고도화,중소기업 및 소상공인 자립기반 확립,소상공인 보호 및 강소기업 육성
청년 실업,3361547901000.0,지역주민 맞춤형 체력증진사업,0,1,2,0,보건,보건의료,시민건강수준 향상,시민건강관리 능력 배양
청년 실업,3361547901000.0,국가 암검진,4276974000.0,1,3,0,보건,보건의료,생활보건 관리 향상,생활환경질환 예방관리
청년 실업,3361547901000.0,지하철 1~4호선 내진보강,39739000000.0,1,3,0,수송및교통,대중교통ㆍ물류등기타,교통체계 구축 및 개선,지하철 수송력 증대 및 시설개선(도시철도특)
청년 실업,3361547901000.0,스포츠재능나눔활성화,100000000,1,2,0,문화및관광,체육,시민체육 및 국제스포츠 진흥발전,생활체육 육성
청년 실업,3361547901000.0,퇴직공무원 활용 시정모니터링,51000000,1,2,0,일반공공행정,일반행정,행정지원체계 강화,행정관리 지원
청년 실업,3361547901000.0,가양대교 보수공사,1500000000,0,4,0,수송및교통,도로,교량관리,한강교량관리
청년 실업,3361547901000.0,유량계 신설 및 교체,412000000,0,4,0,환경보호,상하수도ㆍ수질,상수도 경쟁력 확보,세계 최고 수준의 유수율 달성
청년 실업,3361547901000.0,토양개량제 공급,30345000,1,4,0,농림해양수산,농업ㆍ농촌,믿을 수 있는 농수산물 유통환경 조성,도시농업육성 지원
청년 실업,3361547901000.0,친환경기동반 운영,153400000,0,2,0,환경보호,대기,대기환경 개선 및 친환경교통차량 보급,자동차 배출가스 관리
청년 실업,3361547901000.0,서울특별시 문화상 시상,35000000,4,2,0,문화및관광,문화예술,문화도시 서울 구현,문화예술활동 및 교류사업 지원
청년 실업,3361547901000.0,이태원지하차도 보수공사,543000000,1,2,0,수송및교통,도로,도로시설관리,지하차도시설 관리
청년 실업,3361547901000.0,세종로 주차장 저류시설 보완공사,500000000,0,3,2,환경보호,상하수도ㆍ수질,하수시설 관리,하수관로 신설개량
청년 실업,3361547901000.0,면목4동 392-6~392-41 주변 하수관로 보수보강,0,0,3,1,환경보호,상하수도ㆍ수질,하수시설 관리,하수관로 보수보강
청년 실업,3361547901000.0,도시녹화(녹지활용계약 쉼터)조성,250000000,0,1,1,국토및지역개발,지역및도시,생활주변 녹지확충,생활주변 녹지확충
청년 실업,3361547901000.0,매립가스 포집시설처리 위탁운영,870000000,0,3,0,국토및지역개발,지역및도시,세계적인 환경·생태 테마공원 육성,매립지 사후관리
청년 실업,3361547901000.0,기본경비,46154000,1,5,0,기타,기타,행정운영경비(기획조정실 재정관리담당관),기본경비
청년 실업,3361547901000.0,CCTV 설치(주민참여예산사업),886000000,1,5,1,일반공공행정,일반행정,정보인프라 확충 및 운영,정보통신인프라 확충
청년 실업,3361547901000.0,소상공인 육성을 위한 야시장 운영,450000000,0,5,1,산업ㆍ중소기업,산업진흥ㆍ고도화,중소기업 및 소상공인 자립기반 확립,전통시장 활성화 지원
청년 실업,3361547901000.0,서울특별시기술교육원 운영 지원,22595929000.0,4,1,0,사회복지,노동,실업 없는 살기좋은 서울 구축,맞춤형 직업 교육 및 우수기능인 발굴육성
청년 실업,3361547901000.0,단기국외훈련,1807052000,2,0,1,일반공공행정,일반행정,인적자원 역량 강화,교육훈련
청년 실업,3361547901000.0,계약심의위원회 등 운영,17280000,1,5,0,일반공공행정,일반행정,회계운영 개선,회계제도 개선 및 도입 운영
청년 실업,3361547901000.0,지하수시설 및 민방위 비상급수시설 유지관리,279200000,0,2,0,환경보호,상하수도ㆍ수질,깨끗한 물관리,지하수 및 토양오염 관리
청년 실업,3361547901000.0,시민안전의식 강화,248200000,0,5,1,공공질서및안전,소방,소방행정업무의 과학화로 고품질 서비스 제공,예방행정업무 추진 극대화 및 점검장비 관리
청년 실업,3361547901000.0,박물관 유지·운영,3069319000.0,0,2,1,문화및관광,문화예술,역사와 문화의 복합공간 창조,관람 지원기반 구축
청년 실업,3361547901000.0,민간위탁제도 운영,239800000,2,3,0,일반공공행정,일반행정,시정의 효율성 제고,행정환경 변화에 대응하는 탄력적 조직운영
청년 실업,3361547901000.0,입양 및 가정위탁아동 심리치료 지원,50425000,1,3,0,사회복지,노인ㆍ청소년,건전한 청소년육성 및 복지서비스 증진,아동복지 서비스 증진
청년 실업,3361547901000.0,서울지역 노동단체 지원,3606000000.0,1,1,1,사회복지,노동,노동존중문화 정착,지역노사관계 안정을 위한 긴밀한 협력 체제 구축
청년 실업,3361547901000.0,서울시 방문건강관리사업 운영,5954360000.0,0,3,0,보건,보건의료,시민건강수준 향상,취약계층에 대한 보건의료 지원
청년 실업,3361547901000.0,예비비(광역교통시설특별회계),1293690000,0,6,0,수송및교통,대중교통ㆍ물류등기타,일반예산(예비비),예비비(광역교통시설특별회계)
청년 실업,3361547901000.0,작은도서관 편안하게 다니고 싶어요(주민참여),50000000,4,3,0,문화및관광,문화예술,도서관 및 독서문화 진흥,도서관 육성지원
청년 실업,3361547901000.0,궁동 어린이도서관 건립지원,230000000,1,6,0,문화및관광,문화예술,도서관 및 독서문화 진흥,도서관 시설확충
청년 실업,3361547901000.0,"친환경 계단정비(노후계단 정비, 종로구, 주민참여)",0,1,3,0,수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리
청년 실업,3361547901000.0,창동지하차도 장애인 이동 편의시설 설치,0,0,3,1,수송및교통,도로,도로시설관리,지하차도시설 관리
청년 실업,3361547901000.0,고령자 능력 활용 강화,3123140000.0,0,1,0,사회복지,노인ㆍ청소년,인생이모작지원 기반마련,은퇴후 제2인생 설계지원
청년 실업,3361547901000.0,공공시설 신재생에너지 보급,2335075000.0,0,7,0,환경보호,대기,에너지절약과 생산으로 원전하나줄이기,신재생에너지 보급
청년 실업,3361547901000.0,악취 방지 및 저감 사업,35173000,1,5,0,환경보호,폐기물,클린도시 조성,선진국형 생활환경 조성
청년 실업,3361547901000.0,"이젠 전통시장이 대세입니다.정릉시장 보행교 보수보강공사(정릉시장 보행교 재설치, 성북구, 주민참여)",0,1,4,0,수송및교통,도로,도로 건설,간선도로망 확충
청년 실업,3361547901000.0,도림교 확장,0,1,4,0,수송및교통,도로,도로 건설,간선도로망 확충(도시개발특별)
청년 실업,3361547901000.0,양평동 4가 101-10~19번지 간 하수관로 개량,700000000,1,4,0,환경보호,상하수도ㆍ수질,하수시설 관리,하수관로 신설개량
청년 실업,3361547901000.0,공원 비즈니스 모델계획 수립,55530000,0,3,0,국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,공원 유지관리 및 이용활성화
청년 실업,3361547901000.0,시유공원내 테마놀이터 재조성,0,1,3,0,국토및지역개발,지역및도시,생활권 공원확충,노후공원 재조성
청년 실업,3361547901000.0,서울연구원 출연,18467865000.0,1,1,0,일반공공행정,일반행정,시정의 효율성 제고,출연(기획조정실 조직담당관)
청년 실업,3361547901000.0,이주민 인권보호 및 생활지원,150000000,0,2,2,사회복지,보육ㆍ가족및여성,글로벌 도시환경 및 선진 다문화 사회 조성,외국인 생활 지원강화
청년 실업,3361547901000.0,서울지방경찰청 CCTV 디지털영상 통합 연계 및 재분배 사업,266500000,1,3,0,수송및교통,대중교통ㆍ물류등기타,과학적인 교통정보서비스 구현,과학적 교통운영체계 구축(교통관리계정)
청년 실업,3361547901000.0,"청파로에 끊어진 보도를 연결해 주세요(원효로3가 51-55~51-20호간 보도 연결, 용산구, 주민참여)",0,0,4,0,수송및교통,도로,가로환경 수준 개선,도로시설물 관리
청년 실업,3361547901000.0,영동대교 보수공사,822000000,2,2,0,수송및교통,도로,교량관리,한강교량관리
청년 실업,3361547901000.0,창신쌍용아파트~창신2동 102번지간 사각형거 보수보강,0,2,2,0,환경보호,상하수도ㆍ수질,하수시설 관리,하수관로 보수보강
청년 실업,3361547901000.0,신길동 100-4~136-9 외 7개소 사각형거 보수보강,0,1,8,0,환경보호,상하수도ㆍ수질,하수시설 관리,하수관로 보수보강
청년 실업,3361547901000.0,주민참여형 주거지 재생사업계획 수립(도정),1690000000,1,1,1,국토및지역개발,지역및도시,평생 살고 싶은 마을만들기 추진,주거지 재생사업 추진(도정)
청년 실업,3361547901000.0,성폭력 방지 및 피해자 지원,6050989000.0,0,2,1,사회복지,보육ㆍ가족및여성,양성평등 및 여성복지증진,보호필요여성의 복지향상
청년 실업,3361547901000.0,마곡산업단지 공공산업지원시설 건립 기본계획 수립,86000000,0,9,0,국토및지역개발,산업단지,서울경제를 견인하는 첨단 R&D 단지 조성,신성장 경제거점 마곡 R&D클러스터 조성
청년 실업,3361547901000.0,"노인,장애인 보호구역 개선",500000000,1,4,0,수송및교통,대중교통ㆍ물류등기타,자전거이용활성화 및 교통환경 개선,교통약자 이동편의 증진
청년 실업,3361547901000.0,향토문화자원 보수정비(주민참여),180000000,0,3,0,문화및관광,문화재,역사문화유산의 계승 발전,문화재 보존 복원
청년 실업,3361547901000.0,남부순환로 ~오정대로 삼거리간 도로개설(교통개선분담금 계정),21642000000.0,1,3,0,수송및교통,도로,도로 건설,간선도로망 확충(교통사업특별회계)
청년 실업,3361547901000.0,홍대입구역 주변 사각형거 보수보강,0,1,1,1,환경보호,상하수도ㆍ수질,하수시설 관리,하수관로 보수보강
청년 실업,3361547901000.0,용두동 39-801~39-99 외 5개소 하수관로 보수보강,2000000000,0,1,1,환경보호,상하수도ㆍ수질,하수시설 관리,하수관로 보수보강
청년 실업,3361547901000.0,도림천(영등포구) 복개구조물 하부 세굴 정비,1100000000,1,5,0,국토및지역개발,수자원,치수 및 하천 관리,하천복원 및 정비
청년 실업,3361547901000.0,공원이용 프로그램 운영,295300000,0,3,0,국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,시민참여 프로그램운영
청년 실업,3361547901000.0,인재원청사 보수·보강,624000000,2,3,0,일반공공행정,일반행정,인재양성 및 시험관리,교육시설 유지 및 장비 확충
